finding_id,study_id,polymer_code,polymer_parent,polymer_family,is_plastic,role,id_status,extraction_support,source
cov2522-P03,cov2522,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2522-P04,cov2522,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2522-P05,cov2522,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2522-P06,cov2522,PIB,,Elastomer,yes,field_detection,unverified,A,extraction
cov2522-P07,cov2522,CELL,,Natural,no,field_detection,unverified,A,extraction
cov2522-P08,cov2522,PLA,PEST,Polyester (bio-based),yes,field_detection,unverified,A,extraction
cov2522-P09,cov2522,PEST,,Polyester,yes,field_detection,unverified,B,extraction
cov2543-P01,cov2543,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2543-P02,cov2543,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2543-P03,cov2543,PET,PEST,Polyester,yes,field_detection,unverified,B,extraction
cov2543-P04,cov2543,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2543-P05,cov2543,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2555-P01,cov2555,PE,,Polyolefin,yes,field_detection,unverified,B,extraction
cov2555-P02,cov2555,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov2555-P03,cov2555,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2568-P01,cov2568,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2568-P02,cov2568,PE-LD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov2568-P03,cov2568,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov2568-P04,cov2568,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2568-P05,cov2568,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2568-P06,cov2568,PPTA,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov2568-P07,cov2568,CELL,,Natural,no,field_detection,unverified,A,extraction
cov2568-P08,cov2568,CA,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2568-P09,cov2568,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2568-P10,cov2568,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov2568-P11,cov2568,PVC,,Vinyl,yes,field_detection,unverified,C,extraction
cov2587-P01,cov2587,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov2587-P02,cov2587,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2609-P01,cov2609,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov2609-P02,cov2609,PMMA,ACR,Acrylic,yes,exposure_material,unverified,A,extraction
cov2609-P03,cov2609,PE,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov2609-P04,cov2609,PE-HD,PE,Polyolefin,yes,exposure_material,unverified,B,extraction
cov2609-P05,cov2609,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2630-P01,cov2630,PS-MMA,,Styrenic,yes,exposure_material,known_material,,full_text
cov2659-P01,cov2659,PHB,PEST,Polyester (bio-based),yes,reported,unverified,A,extraction
cov2659-P02,cov2659,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov2670-P01,cov2670,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2670-P02,cov2670,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2670-P03,cov2670,PE-HD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov2670-P04,cov2670,PE-CL,PE,Polyolefin,yes,field_detection,unverified,B,extraction
cov2670-P05,cov2670,EPM,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2670-P06,cov2670,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov2671-P01,cov2671,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov2671-P02,cov2671,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2673-P01,cov2673,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov2673-P02,cov2673,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2704-P01,cov2704,PVC,,Vinyl,yes,exposure_material,unverified,A,extraction
cov2704-P02,cov2704,EVA,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov2704-P03,cov2704,PET,PEST,Polyester,yes,exposure_material,unverified,A,extraction
cov2704-P04,cov2704,PE,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov2704-P05,cov2704,PP,,Polyolefin,yes,exposure_material,unverified,A,extraction
cov2704-P06,cov2704,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov2704-P07,cov2704,PA,,Polyamide,yes,exposure_material,unverified,A,extraction
cov2704-P08,cov2704,PU,,Polyurethane,yes,exposure_material,unverified,A,extraction
cov2704-P09,cov2704,ACR,,Acrylic,yes,exposure_material,unverified,B,extraction
cov2704-P10,cov2704,PTFE,,Fluoropolymer,yes,exposure_material,unverified,B,extraction
cov2704-P11,cov2704,PMMA,ACR,Acrylic,yes,exposure_material,unverified,B,extraction
cov2704-P12,cov2704,ABS,,Styrenic,yes,exposure_material,unverified,B,extraction
cov2704-P13,cov2704,POM,,Polyacetal,yes,exposure_material,unverified,B,extraction
cov2704-P14,cov2704,PC,,Polycarbonate,yes,exposure_material,unverified,B,extraction
cov2706-P01,cov2706,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov2706-P02,cov2706,CELL,,Natural,no,field_detection,unverified,A,extraction
cov2706-P03,cov2706,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2706-P04,cov2706,PMMA,ACR,Acrylic,yes,field_detection,unverified,C,extraction
cov2706-P05,cov2706,PE-HD,PE,Polyolefin,yes,field_detection,unverified,C,extraction
cov2706-P06,cov2706,PS-E,PS,Styrenic,yes,field_detection,unverified,C,extraction
cov2706-P07,cov2706,PET,PEST,Polyester,yes,field_detection,unverified,C,extraction
cov2706-P08,cov2706,PVC,,Vinyl,yes,field_detection,unverified,C,extraction
cov2706-P09,cov2706,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2706-P10,cov2706,PVC,,Vinyl,yes,recovery_spike,known_material,,extraction
cov2706-P11,cov2706,PET,PEST,Polyester,yes,recovery_spike,known_material,,extraction
cov2706-P12,cov2706,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2780-P01,cov2780,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2780-P02,cov2780,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2780-P03,cov2780,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2790-P01,cov2790,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2790-P02,cov2790,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2790-P03,cov2790,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2790-P04,cov2790,POM,,Polyacetal,yes,field_detection,unverified,C,extraction
cov2790-P05,cov2790,PVP,,Vinyl,yes,field_detection,unverified,C,extraction
cov2790-P06,cov2790,PU,,Polyurethane,yes,field_detection,unverified,C,extraction
cov2790-P07,cov2790,PA,,Polyamide,yes,field_detection,unverified,C,extraction
cov1648-P01,cov1648,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov1648-P02,cov1648,PPS,,Sulfide polymer,yes,field_detection,unverified,A,extraction
cov1648-P03,cov1648,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov1648-P04,cov1648,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov1648-P05,cov1648,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1648-P06,cov1648,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov1648-P07,cov1648,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov1648-P08,cov1648,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov1648-P09,cov1648,PIB,,Elastomer,yes,field_detection,unverified,A,extraction
cov1648-P10,cov1648,CELL,,Natural,no,field_detection,unverified,A,extraction
cov1648-P11,cov1648,PVOH,,Vinyl,yes,field_detection,unverified,C,extraction
cov2803-P01,cov2803,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2803-P02,cov2803,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2803-P03,cov2803,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2803-P04,cov2803,PAN,ACR,Acrylic,yes,field_detection,unverified,C,extraction
cov2806-P01,cov2806,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov2806-P02,cov2806,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2806-P03,cov2806,OTHER,,Other,yes,recovery_spike,known_material,,extraction
cov2806-P04,cov2806,PEST,,Polyester,yes,recovery_spike,known_material,,extraction
cov1208-P01,cov1208,PS,,Styrenic,yes,reported,unverified,A,extraction
cov1208-P02,cov1208,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov2816-P01,cov2816,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2816-P02,cov2816,PTFE,,Fluoropolymer,yes,field_detection,unverified,A,extraction
cov2816-P03,cov2816,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2816-P04,cov2816,PAN,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2816-P05,cov2816,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2816-P06,cov2816,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2816-P07,cov2816,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2823-P01,cov2823,PE,,Polyolefin,yes,exposure_material,proxy_tracked,,full_text
cov2823-P02,cov2823,PP,,Polyolefin,yes,exposure_material,proxy_tracked,,full_text
cov2823-P03,cov2823,PVC,,Vinyl,yes,exposure_material,proxy_tracked,,full_text
cov2846-P01,cov2846,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2846-P02,cov2846,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2846-P03,cov2846,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2846-P04,cov2846,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2846-P05,cov2846,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2846-P06,cov2846,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2846-P07,cov2846,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2846-P08,cov2846,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2846-P09,cov2846,PA6,PA,Polyamide,yes,field_detection,unverified,A,extraction
cov2846-P10,cov2846,CELL,,Natural,no,field_detection,unverified,A,extraction
cov2846-P11,cov2846,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov2881-P01,cov2881,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2881-P02,cov2881,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov2881-P03,cov2881,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov2900-P01,cov2900,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov2900-P02,cov2900,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov2900-P03,cov2900,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov2900-P04,cov2900,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov2900-P05,cov2900,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2900-P06,cov2900,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2900-P07,cov2900,PVOH,,Vinyl,yes,field_detection,unverified,A,extraction
cov2900-P08,cov2900,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,C,extraction
cov2900-P09,cov2900,CELL,,Natural,no,field_detection,unverified,C,extraction
cov2939-P01,cov2939,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov2939-P02,cov2939,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov2939-P03,cov2939,SEBS,,Elastomer,yes,field_detection,unverified,B,extraction
cov2939-P04,cov2939,CELL,,Natural,no,field_detection,unverified,B,extraction
cov2939-P05,cov2939,PS,,Styrenic,yes,field_detection,unverified,C,extraction
cov2939-P06,cov2939,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov3019-P01,cov3019,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3019-P02,cov3019,PVAC,,Vinyl,yes,field_detection,unverified,A,extraction
cov3019-P03,cov3019,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov3019-P04,cov3019,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3111-P01,cov3111,PE,,Polyolefin,yes,exposure_material,proxy_tracked,,full_text
cov3111-P02,cov3111,PVC,,Vinyl,yes,exposure_material,proxy_tracked,,full_text
cov3238-P01,cov3238,EPM,,Polyolefin,yes,reported,unverified,A,extraction
cov3238-P02,cov3238,ACR,,Acrylic,yes,reported,unverified,A,extraction
cov3238-P03,cov3238,PA,,Polyamide,yes,reported,unverified,A,extraction
cov3382-P01,cov3382,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov3382-P02,cov3382,PEST,,Polyester,yes,field_detection,unverified,B,extraction
cov3382-P03,cov3382,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3382-P04,cov3382,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3382-P05,cov3382,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3382-P06,cov3382,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3396-P01,cov3396,PS,,Styrenic,yes,reported,unverified,A,extraction
cov3396-P02,cov3396,PET,PEST,Polyester,yes,reported,unverified,B,extraction
cov3396-P03,cov3396,PA6,PA,Polyamide,yes,reported,unverified,A,extraction
cov3396-P04,cov3396,PVC,,Vinyl,yes,reported,unverified,A,extraction
cov3396-P05,cov3396,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov3396-P06,cov3396,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov3396-P07,cov3396,PA,,Polyamide,yes,recovery_spike,known_material,,extraction
cov3402-P01,cov3402,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov3402-P02,cov3402,PE-LD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov3402-P03,cov3402,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov3402-P04,cov3402,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3402-P05,cov3402,PE,,Polyolefin,yes,field_detection,unverified,C,extraction
cov3443-P01,cov3443,PET,PEST,Polyester,yes,field_detection,unverified,B,extraction
cov3443-P02,cov3443,CELL,,Natural,no,field_detection,unverified,A,extraction
cov3443-P03,cov3443,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3443-P04,cov3443,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3443-P05,cov3443,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3443-P06,cov3443,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov3499-P01,cov3499,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3499-P02,cov3499,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3499-P03,cov3499,PAA,ACR,Acrylic,yes,field_detection,unverified,B,extraction
cov3499-P04,cov3499,PE,,Polyolefin,yes,field_detection,unverified,B,extraction
cov3499-P05,cov3499,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov3499-P06,cov3499,CELL,,Natural,no,field_detection,unverified,A,extraction
cov3499-P07,cov3499,ACR,,Acrylic,yes,field_detection,unverified,C,extraction
cov3508-P01,cov3508,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov3508-P02,cov3508,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3517-P01,cov3517,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3517-P02,cov3517,PE-CL,PE,Polyolefin,yes,field_detection,unverified,B,extraction
cov3517-P03,cov3517,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3517-P04,cov3517,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov3517-P05,cov3517,PEEK,,Polyketone,yes,field_detection,unverified,A,extraction
cov3517-P06,cov3517,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3599-P01,cov3599,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3599-P02,cov3599,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3599-P03,cov3599,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov3599-P04,cov3599,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov3661-P01,cov3661,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3661-P02,cov3661,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3661-P03,cov3661,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov3661-P04,cov3661,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3661-P05,cov3661,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov3661-P06,cov3661,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3714-P01,cov3714,PE,,Polyolefin,yes,field_detection,confirmed,,full_text
cov3714-P02,cov3714,PET,PEST,Polyester,yes,field_detection,confirmed,,full_text
cov3714-P03,cov3714,PP,,Polyolefin,yes,field_detection,unverified,,full_text
cov3714-P04,cov3714,PVC,,Vinyl,yes,field_detection,unverified,,full_text
cov3714-P05,cov3714,PS,,Styrenic,yes,field_detection,unverified,,full_text
cov3714-P06,cov3714,PE,,Polyolefin,yes,exposure_material,known_material,,full_text
cov3727-P01,cov3727,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3727-P02,cov3727,CELL,,Natural,no,field_detection,unverified,A,extraction
cov3727-P03,cov3727,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3730-P01,cov3730,PS,,Styrenic,yes,exposure_material,known_material,,full_text
cov3741-P01,cov3741,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3741-P02,cov3741,EVA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3810-P01,cov3810,PE,,Polyolefin,yes,exposure_material,known_material,,full_text
cov3820-P01,cov3820,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov3820-P02,cov3820,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov3820-P03,cov3820,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov3820-P04,cov3820,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3820-P05,cov3820,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov3831-P01,cov3831,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3831-P02,cov3831,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3831-P03,cov3831,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3831-P04,cov3831,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3831-P05,cov3831,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov3831-P06,cov3831,PE,,Polyolefin,yes,recovery_spike,known_material,,extraction
cov3853-P01,cov3853,PEST,,Polyester,yes,exposure_material,known_material,,full_text
cov3853-P02,cov3853,PA,,Polyamide,yes,exposure_material,known_material,,full_text
cov3853-P03,cov3853,CELL,,Natural,no,comparator_material,known_material,,full_text
cov3863-P01,cov3863,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov3863-P02,cov3863,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov3863-P03,cov3863,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov3863-P04,cov3863,PE,,Polyolefin,yes,field_detection,unverified,B,extraction
cov3863-P05,cov3863,PU,,Polyurethane,yes,field_detection,unverified,B,extraction
cov3867-P01,cov3867,PS,,Styrenic,yes,reported,unverified,A,extraction
cov3867-P02,cov3867,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov3868-P01,cov3868,PS,,Styrenic,yes,reported,unverified,A,extraction
cov3868-P02,cov3868,PP,,Polyolefin,yes,reported,unverified,A,extraction
cov3868-P03,cov3868,PE,,Polyolefin,yes,reported,unverified,A,extraction
cov3868-P04,cov3868,PEST,,Polyester,yes,mentioned_uncertain,unverified,,extraction
cov3868-P05,cov3868,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov3985-P01,cov3985,OTHER,,Other,yes,field_detection,unverified,B,extraction
cov4078-P01,cov4078,PE-LD,PE,Polyolefin,yes,environmental_sample,confirmed,,full_text
cov4078-P02,cov4078,PE-HD,PE,Polyolefin,yes,environmental_sample,confirmed,,full_text
cov4078-P03,cov4078,PP,,Polyolefin,yes,environmental_sample,confirmed,,full_text
cov4078-P04,cov4078,PS,,Styrenic,yes,environmental_sample,confirmed,,full_text
cov4078-P05,cov4078,PU,,Polyurethane,yes,environmental_sample,confirmed,,full_text
cov4078-P06,cov4078,PA,,Polyamide,yes,environmental_sample,confirmed,,full_text
cov4078-P07,cov4078,PE,,Polyolefin,yes,environmental_sample,confirmed,,full_text
cov4348-P01,cov4348,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4348-P02,cov4348,EPDM,,Elastomer,yes,field_detection,unverified,A,extraction
cov4348-P03,cov4348,PDMS,,Silicone,yes,field_detection,unverified,A,extraction
cov4348-P04,cov4348,EAA,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4348-P05,cov4348,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4348-P06,cov4348,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4348-P07,cov4348,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4348-P08,cov4348,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov4348-P09,cov4348,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4348-P10,cov4348,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4348-P11,cov4348,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4348-P12,cov4348,PVOH,,Vinyl,yes,field_detection,unverified,C,extraction
cov4348-P13,cov4348,ACR,,Acrylic,yes,field_detection,unverified,C,extraction
cov4348-P14,cov4348,CELL,,Natural,no,field_detection,unverified,C,extraction
cov4364-P01,cov4364,PE,,Polyolefin,yes,field_detection,confirmed,,full_text
cov4364-P02,cov4364,PE-HD,PE,Polyolefin,yes,exposure_material,known_material,,full_text
cov4596-P01,cov4596,PS,,Styrenic,yes,exposure_material,proxy_tracked,,full_text
cov4596-P02,cov4596,PVC,,Vinyl,yes,exposure_material,proxy_tracked,,full_text
cov4597-P01,cov4597,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4597-P02,cov4597,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4597-P03,cov4597,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4597-P04,cov4597,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4597-P05,cov4597,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4597-P06,cov4597,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4597-P07,cov4597,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4598-P01,cov4598,PS,,Styrenic,yes,exposure_material,unverified,A,extraction
cov4598-P02,cov4598,PS,,Styrenic,yes,recovery_spike,known_material,,extraction
cov4599-P01,cov4599,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4599-P02,cov4599,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4599-P03,cov4599,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4599-P04,cov4599,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4599-P05,cov4599,PS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4599-P06,cov4599,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov4599-P07,cov4599,CA,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4599-P08,cov4599,CELL,,Natural,no,field_detection,unverified,A,extraction
cov4600-P01,cov4600,PA,,Polyamide,yes,field_detection,unverified,A,extraction
cov4600-P02,cov4600,PVDF,,Fluoropolymer,yes,field_detection,unverified,A,extraction
cov4600-P03,cov4600,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov4600-P04,cov4600,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4600-P05,cov4600,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4600-P06,cov4600,PE,,Polyolefin,yes,field_detection,unverified,B,extraction
cov4600-P07,cov4600,PE-LD,PE,Polyolefin,yes,field_detection,unverified,A,extraction
cov4602-P01,cov4602,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4602-P02,cov4602,RAYON,,Semi-synthetic cellulose,semi,field_detection,unverified,A,extraction
cov4602-P03,cov4602,CELL,,Natural,no,field_detection,unverified,A,extraction
cov4602-P04,cov4602,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov4602-P05,cov4602,PAA,ACR,Acrylic,yes,field_detection,unverified,C,extraction
cov4602-P06,cov4602,PEST,,Polyester,yes,field_detection,unverified,C,extraction
cov4604-P01,cov4604,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4604-P02,cov4604,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov4604-P03,cov4604,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4604-P04,cov4604,PEST,,Polyester,yes,field_detection,unverified,A,extraction
cov4604-P05,cov4604,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4605-P01,cov4605,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4605-P02,cov4605,PP,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4605-P03,cov4605,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
cov4606-P01,cov4606,PET,PEST,Polyester,yes,field_detection,tentative,,full_text
cov4606-P02,cov4606,PVC,,Vinyl,yes,field_detection,tentative,,full_text
cov4606-P03,cov4606,PA,,Polyamide,yes,field_detection,tentative,,full_text
cov4606-P04,cov4606,PE,,Polyolefin,yes,field_detection,unverified,,full_text
cov4606-P05,cov4606,PP,,Polyolefin,yes,field_detection,unverified,,full_text
cov4606-P06,cov4606,PS,,Styrenic,yes,field_detection,unverified,,full_text
cov4606-P07,cov4606,PC,,Polycarbonate,yes,field_detection,unverified,,full_text
cov4606-P08,cov4606,ABS,,Styrenic,yes,field_detection,unverified,,full_text
cov4607-P01,cov4607,PE,,Polyolefin,yes,field_detection,unverified,A,extraction
cov4608-P01,cov4608,PET,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4608-P02,cov4608,PCL,PEST,Polyester,yes,field_detection,unverified,A,extraction
cov4608-P03,cov4608,ACR,,Acrylic,yes,field_detection,unverified,A,extraction
cov4608-P04,cov4608,PE,,Polyolefin,yes,field_detection,unverified,B,extraction
cov4608-P05,cov4608,PB,,Elastomer,yes,field_detection,unverified,A,extraction
cov4608-P06,cov4608,PC,,Polycarbonate,yes,field_detection,unverified,A,extraction
cov4608-P07,cov4608,PMMA,ACR,Acrylic,yes,field_detection,unverified,A,extraction
cov4608-P08,cov4608,PIB,,Elastomer,yes,field_detection,unverified,A,extraction
cov4608-P09,cov4608,ABS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4608-P10,cov4608,MBS,,Styrenic,yes,field_detection,unverified,A,extraction
cov4608-P11,cov4608,PLA,PEST,Polyester (bio-based),yes,field_detection,unverified,B,extraction
cov4608-P12,cov4608,PVC,,Vinyl,yes,field_detection,unverified,A,extraction
cov4608-P13,cov4608,PP,,Polyolefin,yes,field_detection,unverified,B,extraction
cov4608-P14,cov4608,PS,,Styrenic,yes,field_detection,unverified,B,extraction
cov4608-P15,cov4608,PU,,Polyurethane,yes,field_detection,unverified,A,extraction
